"","cell_ID","daily_precip","cell_percentage","Longitude","Latitude","weighted_avg"
"1",473242,0,0.408529294539657,-84.8541684233384,35.145833876153,0
"2",473243,0,0.189318453567158,-84.8125017585093,35.145833876153,0
"3",474626,0,0.229174970107613,-84.8958350881676,35.1041672073492,0
"4",474627,0,0.976484655241132,-84.8541684233384,35.1041672073492,0
"5",474628,0,0.797130330809087,-84.8125017585093,35.1041672073492,0
"6",474629,0,0.0398565165404544,-84.7708350936801,35.1041672073492,0
"7",476010,0,0.0697489039457952,-84.9375017529967,35.0625005385455,0
"8",476011,0,0.807094459944201,-84.8958350881676,35.0625005385455,0
"9",476012,0,0.996412913511359,-84.8541684233384,35.0625005385455,0
"10",476013,0,0.996412913511359,-84.8125017585093,35.0625005385455,0
"11",476014,0,0.866879234754882,-84.7708350936801,35.0625005385455,0
"12",476015,0,0.518134715025907,-84.729168428851,35.0625005385455,0
"13",476016,0,0.199282582702272,-84.6875017640219,35.0625005385455,0
"14",477394,0,0.0398565165404544,-84.9791684178259,35.0208338697418,0
"15",477395,0,0.817058589079314,-84.9375017529967,35.0208338697418,0
"16",477396,0,0.996412913511359,-84.8958350881676,35.0208338697418,0
"17",477397,0,0.996412913511359,-84.8541684233384,35.0208338697418,0
"18",477398,0,0.996412913511359,-84.8125017585093,35.0208338697418,0
"19",477399,0,0.996412913511359,-84.7708350936801,35.0208338697418,0
"20",477400,0,0.996412913511359,-84.729168428851,35.0208338697418,0
"21",477401,0,0.966520526106018,-84.6875017640219,35.0208338697418,0
"22",477402,0,0.49820645675568,-84.6458350991927,35.0208338697418,0
"23",477403,0,0.548027102431248,-84.6041684343636,35.0208338697418,0
"24",477404,0,0.438421681944998,-84.5625017695344,35.0208338697418,0
"25",477405,0,0.0199282582702272,-84.5208351047053,35.0208338697418,0
"26",478779,0,0.0298923874053408,-84.9791684178259,34.979167200938,0
"27",478780,0,0.956556396970905,-84.9375017529967,34.979167200938,0
"28",478781,0,0.996412913511359,-84.8958350881676,34.979167200938,0
"29",478782,0,0.996412913511359,-84.8541684233384,34.979167200938,0
"30",478783,0,0.996412913511359,-84.8125017585093,34.979167200938,0
"31",478784,0,0.996412913511359,-84.7708350936801,34.979167200938,0
"32",478785,0,0.996412913511359,-84.729168428851,34.979167200938,0
"33",478786,0,0.996412913511359,-84.6875017640219,34.979167200938,0
"34",478787,0,0.996412913511359,-84.6458350991927,34.979167200938,0
"35",478788,0,0.996412913511359,-84.6041684343636,34.979167200938,0
"36",478789,0,0.996412913511359,-84.5625017695344,34.979167200938,0
"37",478790,0,0.557991231566361,-84.5208351047053,34.979167200938,0
"38",480164,0,0.298923874053408,-84.9791684178259,34.9375005321342,0
"39",480165,0,0.996412913511359,-84.9375017529967,34.9375005321342,0
"40",480166,0,0.996412913511359,-84.8958350881676,34.9375005321342,0
"41",480167,0,0.996412913511359,-84.8541684233384,34.9375005321342,0
"42",480168,0,0.996412913511359,-84.8125017585093,34.9375005321342,0
"43",480169,0,0.996412913511359,-84.7708350936801,34.9375005321342,0
"44",480170,0,0.996412913511359,-84.729168428851,34.9375005321342,0
"45",480171,0,0.996412913511359,-84.6875017640219,34.9375005321342,0
"46",480172,0,0.996412913511359,-84.6458350991927,34.9375005321342,0
"47",480173,0,0.996412913511359,-84.6041684343636,34.9375005321342,0
"48",480174,0,0.996412913511359,-84.5625017695344,34.9375005321342,0
"49",480175,0,0.577919489836588,-84.5208351047053,34.9375005321342,0
"50",481548,0,0.0298923874053408,-85.020835082655,34.8958338633305,0
"51",481549,0,0.936628138700677,-84.9791684178259,34.8958338633305,0
"52",481550,0,0.996412913511359,-84.9375017529967,34.8958338633305,0
"53",481551,0,0.996412913511359,-84.8958350881676,34.8958338633305,0
"54",481552,0,0.996412913511359,-84.8541684233384,34.8958338633305,0
"55",481553,0,0.996412913511359,-84.8125017585093,34.8958338633305,0
"56",481554,0,0.996412913511359,-84.7708350936801,34.8958338633305,0
"57",481555,0,0.996412913511359,-84.729168428851,34.8958338633305,0
"58",481556,0,0.996412913511359,-84.6875017640219,34.8958338633305,0
"59",481557,0,0.996412913511359,-84.6458350991927,34.8958338633305,0
"60",481558,0,0.996412913511359,-84.6041684343636,34.8958338633305,0
"61",481559,0,0.996412913511359,-84.5625017695344,34.8958338633305,0
"62",481560,0,0.707453168593065,-84.5208351047053,34.8958338633305,0
